date,hour,open,close,high,low,volume_24h,market_cap,market_dominance,circulating_supply,sentiment,social_dominance,percent_change,rolling_avg_7h,rolling_avg_24h,close_lag_1,close_lag_2,close_lag_3,close_lag_4,close_lag_5
2024-05-17,00:00:00,65241.33,65303.95,65303.95,65231.3,30408824594.36,1286439085883.27,54.608130739688576,19699253,80,10.40389008823961,0.09598210214291361,65302.76285714286,65761.25125,65261.67,65414.6,65481.26,65241.84,65265.36
2024-05-17,01:00:00,65351.36,65351.36,65351.36,65119.31,30053726763.84,1287377016892.1,54.49898120886555,19699315,81,10.33807388891918,0.0,65331.434285714284,65736.23666666668,65303.95,65261.67,65414.6,65481.26,65241.84
2024-05-17,02:00:00,65346.15,65366.67,65366.67,65193.23,29724420538.75,1287678654352.79,54.584444853592686,19699315,81,10.326872522252184,0.031402003025422,65345.90714285714,65713.35958333334,65351.36,65303.95,65261.67,65414.6,65481.26
2024-05-17,03:00:00,65392.13,65655.48,65655.48,65365.05,30018454222.73,1293367915616.54,54.7943493928042,19699315,80,9.984740955528974,0.40272430336800247,65404.99857142857,65696.85333333333,65366.67,65351.36,65303.95,65261.67,65414.6
2024-05-17,04:00:00,65414.79,65414.79,65414.79,65397.98,29910861123.57,1288630527875.19,54.44178373759776,19699375,81,10.051886634804989,0.0,65395.50285714285,65678.81666666667,65655.48,65366.67,65351.36,65303.95,65261.67
2024-05-17,05:00:00,65455.55,65602.0,65602.0,65446.51,29892520131.62,1292318372685.33,54.71678708364047,19699375,80,10.045343710334691,0.2237396217738558,65422.27428571428,65669.26291666667,65414.79,65655.48,65366.67,65351.36,65303.95
2024-05-17,06:00:00,65715.4,66124.08,66124.08,65616.33,29975385005.0,1302602980931.24,55.01176643438736,19699375,81,10.220236695665804,0.6218938026703141,65545.47571428571,65677.23916666667,65602.0,65414.79,65655.48,65366.67,65351.36
2024-05-17,07:00:00,65976.31,66222.52,66222.52,65972.29,31027181621.76,1304547318935.21,54.79466625298373,19699450,81,10.292142023895256,0.37317940333432775,65676.7,65679.70041666666,66124.08,65602.0,65414.79,65655.48,65366.67
2024-05-17,08:00:00,66170.05,66170.05,66170.05,66086.94,31374373120.45,1303513552572.46,54.20595681415266,19699450,81,10.2380022754848,0.0,65793.65571428572,65675.71333333333,66222.52,66124.08,65602.0,65414.79,65655.48
2024-05-17,09:00:00,66158.93,66312.79,66312.79,66094.98,31169806539.71,1306325544391.09,54.519847070901605,19699450,82,10.200435855977306,0.23256119770981876,65928.81571428572,65673.95875,66170.05,66222.52,66124.08,65602.0,65414.79
2024-05-17,10:00:00,66355.76,66438.91,66438.91,66213.24,31287569218.23,1308813835322.5,54.489860864904,19699509,81,10.318322299331571,0.12530939288467005,66040.7342857143,65684.94208333333,66312.79,66170.05,66222.52,66124.08,65602.0
2024-05-17,11:00:00,66322.46,66322.46,66322.46,66209.57,31394116516.97,1306519846563.15,54.29591633193053,19699509,81,10.32736276811268,0.0,66170.40142857142,65685.7525,66438.91,66312.79,66170.05,66222.52,66124.08
2024-05-17,12:00:00,66233.7,66551.25,66551.25,66139.78,30172008409.88,1311027016780.59,54.62968302053092,19699509,81,10.561621207848193,0.4794387147328368,66306.00857142857,65698.68708333334,66322.46,66438.91,66312.79,66170.05,66222.52
2024-05-17,13:00:00,66016.31,66016.31,66016.31,65851.8,29887790488.03,1300493365077.3,53.91670839288349,19699578,82,10.558910597986976,0.0,66290.61285714286,65687.09624999999,66551.25,66322.46,66438.91,66312.79,66170.05
2024-05-17,14:00:00,65955.88,66446.15,66446.15,65942.44,29244802989.83,1308961051223.99,54.63267961636748,19699578,81,10.76184195890868,0.743330238335065,66322.56000000001,65712.0775,66016.31,66551.25,66322.46,66438.91,66312.79
2024-05-17,15:00:00,66739.81,67126.81,67126.81,66611.1,30535798444.3,1322369828841.08,54.65056605791248,19699578,82,10.781585273381411,0.5798638024291649,66459.24,65765.86833333333,66446.15,66016.31,66551.25,66322.46,66438.91
2024-05-17,16:00:00,67070.43,67070.43,67070.43,66976.32,29821640293.78,1321263051826.71,54.243555139222025,19699637,82,10.724589237607493,0.0,66567.47428571428,65845.17041666668,67126.81,66446.15,66016.31,66551.25,66322.46
2024-05-17,17:00:00,66725.21,66725.21,66725.21,66720.58,28769150063.06,1314462317363.97,54.14772551786121,19699637,82,10.65725625164721,0.0,66608.37428571428,65918.19208333334,67070.43,67126.81,66446.15,66016.31,66551.25
2024-05-17,18:00:00,66714.44,66714.44,66714.44,66289.44,28603922477.67,1314250216981.76,54.30312848446079,19699637,82,10.62344375453084,0.0,66664.37142857142,65983.34958333333,66725.21,67070.43,67126.81,66446.15,66016.31
2024-05-17,19:00:00,66845.0,66959.41,66959.41,66686.88,28563660747.18,1319079910090.96,54.48095599150229,19699693,81,10.70788083094018,0.1711571546114197,66722.68000000001,66053.935,66714.44,66725.21,67070.43,67126.81,66446.15
2024-05-17,20:00:00,66924.37,66929.62,66929.62,66803.61,28562094071.65,1318492881792.78,54.390409018459,19699693,82,10.64648588601694,0.007844676012639343,66853.15285714286,66124.25916666667,66959.41,66714.44,66725.21,67070.43,67126.81
2024-05-17,21:00:00,66815.91,66815.91,66815.91,66815.91,28358597861.87,1316252904840.25,54.28898752496767,19699693,81,10.718099685311136,0.0,66905.97571428571,66179.86958333333,66929.62,66959.41,66714.44,66725.21,67070.43
2024-05-17,22:00:00,66798.01,66798.01,66798.01,66720.25,28134005981.39,1315903631027.74,54.32994801789691,19699743,80,10.720402981871484,0.0,66859.00428571428,66237.51166666667,66815.91,66929.62,66959.41,66714.44,66725.21
2024-05-17,23:00:00,66789.5,67027.78,67027.78,66731.26,28018394301.52,1320430070919.56,54.5078462548168,19699743,80,10.666029695268374,0.3567626647901224,66852.91142857143,66311.09958333333,66798.01,66815.91,66929.62,66959.41,66714.44
2024-05-18,00:00:00,66937.11,66937.11,66937.11,66783.31,28301153720.94,1318643904624.03,54.32035859420786,19699743,80,10.773328122876173,0.0,66883.18285714286,66379.14791666667,67027.78,66798.01,66815.91,66929.62,66959.41
2024-05-18,01:00:00,66936.53,66971.17,66971.17,66818.99,28095348999.07,1319319173306.79,54.38049347527688,19699809,80,10.376043127666,0.05175051649674613,66919.85857142856,66446.64,66937.11,67027.78,66798.01,66815.91,66929.62
2024-05-18,02:00:00,66919.97,66919.97,66919.97,66830.97,28116314266.82,1318310585669.25,54.262272919994416,19699809,80,10.54015857631432,0.0,66914.22428571428,66511.36083333332,66971.17,66937.11,67027.78,66798.01,66815.91
2024-05-18,03:00:00,66931.47,66986.67,66986.67,66891.61,27530443112.82,1319624679012.19,54.34812749498818,19699809,80,10.572507267066856,0.08247241544223828,66922.37428571428,66566.82708333334,66919.97,66971.17,66937.11,67027.78,66798.01
2024-05-18,04:00:00,66920.27,66920.27,66920.27,66833.94,27338993068.53,1318319606401.27,54.17842587431668,19699856,81,10.450042090267434,0.0,66937.28285714285,66629.55541666666,66986.67,66919.97,66971.17,66937.11,67027.78
2024-05-18,05:00:00,66865.26,66865.26,66865.26,66841.36,27123410422.26,1317235925139.18,54.21945891460661,19699856,81,10.43762991050851,0.0,66946.89,66682.19124999999,66920.27,66986.67,66919.97,66971.17,66937.11
2024-05-18,06:00:00,66879.95,66890.37,66890.37,66762.85,26578234567.6,1317730714611.63,54.29524712991201,19699856,81,10.561337224012007,0.015580155188510539,66927.26,66714.12000000001,66865.26,66920.27,66986.67,66919.97,66971.17
2024-05-18,07:00:00,66938.08,66946.47,66946.47,66866.74,25327209866.55,1318838432735.72,54.30289412612586,19699896,81,10.720641898380316,0.012533971694436735,66928.59714285714,66744.28458333334,66890.37,66865.26,66920.27,66986.67,66919.97
2024-05-18,08:00:00,66915.67,67012.91,67012.91,66845.2,24530846159.05,1320147364617.65,54.37918612708125,19699896,81,10.637906913616336,0.1453172328693791,66934.56000000001,66779.40375,66946.47,66890.37,66865.26,66920.27,66986.67
2024-05-18,09:00:00,67036.93,67142.56,67142.56,67034.26,24397291254.46,1322701355651.73,54.3422414533192,19699896,81,10.658840705185336,0.1575698648491282,66966.35857142857,66813.9775,67012.91,66946.47,66890.37,66865.26,66920.27
2024-05-18,10:00:00,67135.3,67135.3,67135.3,67062.4,24297478600.59,1322561798010.29,54.23423611704122,19699946,81,10.65374787052811,0.0,66987.59142857142,66842.99375000001,67142.56,67012.91,66946.47,66890.37,66865.26
2024-05-18,11:00:00,67199.36,67199.36,67199.36,67167.54,24624816609.95,1323823810867.41,54.21770663888681,19699946,81,10.490829047382553,0.0,67027.46142857142,66879.53125,67135.3,67142.56,67012.91,66946.47,66890.37
2024-05-18,12:00:00,67088.64,67088.64,67088.64,66946.51,24218312909.38,1321642628733.71,54.15600741009919,19699946,81,10.64529158001478,0.0,67059.37285714285,66901.9225,67199.36,67135.3,67142.56,67012.91,66946.47
2024-05-18,13:00:00,66848.86,66848.86,66848.86,66846.48,23420972637.49,1316920160050.52,54.19514353896471,19699965,81,10.446932076424543,0.0,67053.44285714286,66936.61208333333,67088.64,67199.36,67135.3,67142.56,67012.91
2024-05-18,14:00:00,66808.53,66808.53,66808.53,66696.11,23195450779.73,1316125746088.37,54.28380718260443,19699965,80,10.487538468566871,0.0,67033.73714285715,66951.71125,66848.86,67088.64,67199.36,67135.3,67142.56
2024-05-18,15:00:00,66839.86,66872.82,66872.82,66663.5,20862568130.41,1317392159553.7,54.38911467235048,19699965,80,10.380711945692187,0.049311892634135386,67013.72428571428,66941.12833333334,66808.53,66848.86,67088.64,67199.36,67135.3
2024-05-18,16:00:00,66877.7,66911.94,66911.94,66758.83,20003342705.88,1318162860858.79,54.34632506942678,19699965,81,10.253010531615828,0.051197932943275924,66980.77857142859,66934.52458333333,66872.82,66808.53,66848.86,67088.64,67199.36
2024-05-18,17:00:00,66849.25,66849.25,66849.25,66776.26,19250187619.12,1316927889885.36,54.31139133347836,19699965,80,10.137787572343624,0.0,66939.91428571429,66939.69291666667,66911.94,66872.82,66808.53,66848.86,67088.64
2024-05-18,18:00:00,66815.82,66815.82,66815.82,66795.77,18298281439.89,1316269385896.23,54.27572142468631,19699965,81,10.368253832867774,0.0,66885.12285714285,66943.91708333333,66849.25,66911.94,66872.82,66808.53,66848.86
2024-05-18,19:00:00,66828.88,66888.58,66888.58,66784.27,17442910245.28,1317702653625.25,54.35426956120667,19699965,80,10.32334441950883,0.08933263583049288,66856.54285714285,66940.96583333334,66815.82,66849.25,66911.94,66872.82,66808.53
2024-05-18,20:00:00,66940.14,66995.08,66995.08,66890.79,17101132813.8,1319800694536.06,54.3381192550554,19699965,86,10.250860672336978,0.08207332700529507,66877.43142857144,66943.69333333334,66888.58,66815.82,66849.25,66911.94,66872.82
2024-05-18,21:00:00,66890.12,66890.12,66890.12,66833.65,16971667693.34,1317732968981.97,54.19314544228892,19699965,81,10.373744829724878,0.0,66889.08714285714,66946.78541666667,66995.08,66888.58,66815.82,66849.25,66911.94
2024-05-18,22:00:00,66914.81,66947.95,66947.95,66846.06,16944941643.31,1318883100307.18,54.336905940430825,19700128,81,10.099723604201216,0.04952565807180715,66899.82,66953.03291666666,66890.12,66995.08,66888.58,66815.82,66849.25
2024-05-18,23:00:00,66936.26,66936.26,66936.26,66925.11,16757561200.96,1318652908613.44,54.31290324857794,19700128,80,9.99786738782233,0.0,66903.29428571429,66949.21958333334,66947.95,66890.12,66995.08,66888.58,66815.82
2024-05-19,00:00:00,66895.09,66895.09,66895.09,66871.85,16144479578.06,1317841796217.74,54.24787655990878,19700128,81,9.911341816344343,0.0,66909.84285714287,66947.46875,66936.26,66947.95,66890.12,66995.08,66888.58
2024-05-19,01:00:00,66906.94,66933.87,66933.87,66901.82,15915474367.78,1318608089465.59,54.327780222496536,19700162,81,9.729689848843966,0.04024993520850455,66926.70714285714,66945.91458333333,66895.09,66936.26,66947.95,66890.12,66995.08
2024-05-19,02:00:00,66936.12,67193.53,67193.53,66931.99,15895346781.78,1323723491892.85,54.50458647868429,19700162,82,9.66774201144418,0.3845606826329394,66970.27142857143,66957.31291666666,66933.87,66895.09,66936.26,66947.95,66890.12
2024-05-19,03:00:00,67158.17,67158.17,67158.17,67105.33,16058056871.87,1323026747886.43,54.24358405618076,19700162,80,9.653460812865177,0.0,66993.56999999999,66964.45874999999,67193.53,66933.87,66895.09,66936.26,66947.95
2024-05-19,04:00:00,67120.17,67120.17,67120.17,67007.59,15953745228.62,1322285781001.06,54.2488791199755,19700275,80,9.604613632048604,0.0,67026.43428571428,66972.78791666667,67158.17,67193.53,66933.87,66895.09,66936.26
2024-05-19,05:00:00,67133.89,67133.89,67133.89,67096.25,15898015555.73,1322556053412.94,54.31404153403917,19700275,80,9.522830687583507,0.0,67052.99714285714,66983.98083333333,67120.17,67158.17,67193.53,66933.87,66895.09
2024-05-19,06:00:00,67004.17,67004.17,67004.17,66943.31,15890926435.7,1320000512776.47,54.24488831565013,19700275,81,9.502730283770475,0.0,67062.69857142857,66988.72249999999,67133.89,67120.17,67158.17,67193.53,66933.87
2024-05-19,07:00:00,67035.11,67306.24,67306.24,66999.61,15693221958.06,1325954950254.79,54.61309458826773,19700328,81,9.900108699726376,0.4044596928385807,67121.43428571428,67003.71291666667,67004.17,67133.89,67120.17,67158.17,67193.53
2024-05-19,08:00:00,67203.25,67203.25,67203.25,67121.05,15651402960.09,1323926001340.32,54.33283566538063,19700328,82,9.886190214059068,0.0,67159.91714285714,67011.64375,67306.24,67004.17,67133.89,67120.17,67158.17
2024-05-19,09:00:00,67108.21,67108.21,67108.21,67010.22,15570913398.35,1322053686409.29,54.38449934794591,19700328,81,9.919799834684897,0.0,67147.72857142858,67010.21250000001,67203.25,67306.24,67004.17,67133.89,67120.17
2024-05-19,10:00:00,67174.81,67354.82,67354.82,67141.23,16142678645.56,1326914522294.01,54.60133906048325,19700365,81,9.897761910449876,0.2679724736102853,67175.82142857143,67019.35916666668,67108.21,67203.25,67306.24,67004.17,67133.89
2024-05-19,11:00:00,67276.47,67339.6,67339.6,67004.33,16270209142.59,1326614615606.06,54.561885872621886,19700365,81,10.032728193259077,0.09383667127601174,67207.16857142858,67025.2025,67354.82,67108.21,67203.25,67306.24,67004.17
2024-05-19,12:00:00,66886.87,66886.87,66886.87,66837.92,16691236628.6,1317695691489.1,54.20503935976219,19700365,81,10.052919370602892,0.0,67171.88,67016.79541666668,67339.6,67354.82,67108.21,67203.25,67306.24
2024-05-19,13:00:00,66860.27,67120.3,67120.3,66711.18,16907293120.15,1322297631313.42,54.80095173976088,19700412,81,10.00350295615324,0.38891556973969565,67188.47,67028.10541666666,66886.87,67339.6,67354.82,67108.21,67203.25
2024-05-19,14:00:00,66898.2,66898.2,66898.2,66882.3,16498191943.2,1317922184227.4,54.51939142545849,19700412,81,10.094669870323877,0.0,67130.17857142857,67031.84166666667,67120.3,66886.87,67339.6,67354.82,67108.21
2024-05-19,15:00:00,66852.97,66852.97,66852.97,66767.67,16335828797.96,1317031032470.82,54.58251910058216,19700412,81,10.023166984601293,0.0,67080.13857142857,67031.01458333334,66898.2,67120.3,66886.87,67339.6,67354.82
2024-05-19,16:00:00,66615.83,66615.83,66615.83,66615.83,16547722273.07,1312362079259.17,54.40714337062169,19700453,81,9.941642443473052,0.0,67009.79857142858,67018.67666666667,66852.97,66898.2,67120.3,66886.87,67339.6
2024-05-19,17:00:00,66669.6,66737.49,66737.49,66597.91,16986445547.8,1314758758438.59,54.74662664188167,19700453,81,9.851973897588252,0.10183051945714301,66921.60857142857,67014.02,66615.83,66852.97,66898.2,67120.3,66886.87
2024-05-19,18:00:00,66573.31,66573.31,66573.31,66548.74,17091435294.2,1311524361458.49,54.47968151266839,19700453,81,9.851514429231,0.0,66812.13857142857,67003.91541666667,66737.49,66615.83,66852.97,66898.2,67120.3
2024-05-19,19:00:00,66024.47,66024.47,66024.47,65937.18,18327934373.59,1300718691832.33,54.1558472586532,19700556,80,9.871550583962875,0.0,66688.93857142856,66967.91083333333,66573.31,66737.49,66615.83,66852.97,66898.2
2024-05-19,20:00:00,66040.38,66156.5,66156.5,66015.54,18710842093.49,1303319784448.15,54.541326346535726,19700556,80,9.93421918168662,0.1758318168369039,66551.25285714286,66932.96999999999,66024.47,66573.31,66737.49,66615.83,66852.97
2024-05-19,21:00:00,66159.64,66342.11,66342.11,66014.48,18880971802.38,1306976440251.69,54.588744426876254,19700556,81,9.954380321748008,0.27580258901046195,66471.81142857144,66910.13625,66156.5,66024.47,66573.31,66737.49,66615.83
2024-05-19,22:00:00,66278.25,66335.69,66335.69,66248.35,19125336977.33,1306854101420.83,54.58273343292801,19700618,81,9.761449003178273,0.08666493155749032,66397.91428571429,66884.62541666666,66342.11,66156.5,66024.47,66573.31,66737.49
2024-05-19,23:00:00,66336.92,66336.92,66336.92,66210.25,19221612104.39,1306878268037.45,54.47395773802676,19700618,80,9.76235062272636,0.0,66358.06999999999,66859.65291666666,66335.69,66342.11,66156.5,66024.47,66573.31
2024-05-20,00:00:00,66277.66,66451.94,66451.94,66158.85,19590750596.31,1309144235143.91,54.658665546324855,19700618,79,9.694951883115683,0.262954365015299,66317.27714285714,66841.18833333334,66336.92,66335.69,66342.11,66156.5,66024.47
2024-05-20,01:00:00,66448.51,66464.26,66464.26,66086.17,20341714882.9,1309390957060.51,54.554768089237136,19700678,80,9.520363959669334,0.023702563082302373,66301.69857142857,66821.62125000001,66451.94,66336.92,66335.69,66342.11,66156.5
2024-05-20,02:00:00,66517.19,66699.41,66699.41,66502.31,20612801645.22,1314023689939.27,54.73413202255654,19700678,79,9.471660962917818,0.27394422404193736,66398.11857142857,66801.03291666666,66464.26,66451.94,66336.92,66335.69,66342.11
2024-05-20,03:00:00,66668.41,66674.14,66674.14,66574.62,20529760871.14,1313525851691.81,54.50687764886847,19700678,79,9.625010767301855,0.008594775246621188,66472.06714285714,66780.865,66699.41,66464.26,66451.94,66336.92,66335.69
2024-05-20,04:00:00,66676.28,67034.09,67034.09,66628.49,21112498057.84,1320621332236.37,54.79964491967728,19700743,80,9.468688175315782,0.5366376168556459,66570.92142857143,66777.27833333334,66674.14,66699.41,66464.26,66451.94,66336.92
2024-05-20,05:00:00,67124.79,67147.27,67147.27,67061.04,21809734036.14,1322851133548.92,54.46066729183288,19700743,79,9.242997066665438,0.03348986268710931,66686.86142857143,66777.83583333333,67034.09,66674.14,66699.41,66464.26,66451.94
2024-05-20,06:00:00,66518.93,66518.93,66518.93,66319.39,22184156430.98,1310472335424.25,53.88004306661235,19700743,79,9.327474573255037,0.0,66712.86285714286,66757.61750000001,67147.27,67034.09,66674.14,66699.41,66464.26
2024-05-20,07:00:00,66411.35,66847.95,66847.95,66382.34,22830071401.71,1316958860764.34,54.841703991710766,19700812,80,9.453421498874006,0.6574177456112414,66769.43571428572,66738.52208333333,66518.93,67147.27,67034.09,66674.14,66699.41
2024-05-20,08:00:00,66762.37,66762.37,66762.37,66754.73,23021861332.75,1315272989436.81,54.38330712774496,19700812,79,9.473901193284624,0.0,66812.02285714286,66720.15208333333,66847.95,66518.93,67147.27,67034.09,66674.14
2024-05-20,09:00:00,66763.67,66892.92,66892.92,66755.28,23100305085.44,1317844821586.77,54.49839641220693,19700812,79,9.439674910969533,0.19359331205129976,66839.66714285714,66711.18166666666,66762.37,66847.95,66518.93,67147.27,67034.09
2024-05-20,10:00:00,66903.17,67148.81,67148.81,66878.91,23060536473.86,1322889936245.81,54.6802614598441,19700868,79,9.51162800729905,0.3671574904447718,66907.47714285714,66702.59791666667,66892.92,66762.37,66847.95,66518.93,67147.27
2024-05-20,11:00:00,67026.31,67026.31,67026.31,66926.69,22603439588.21,1320476533375.66,54.40857386839642,19700868,79,9.623777571405526,0.0,66906.36571428571,66689.54416666667,67148.81,66892.92,66762.37,66847.95,66518.93
2024-05-20,12:00:00,66936.72,66936.72,66936.72,66802.11,22332185452.92,1318711527247.31,54.45948941238387,19700868,81,9.652608141118485,0.0,66876.28714285714,66691.62125,67026.31,67148.81,66892.92,66762.37,66847.95
2024-05-20,13:00:00,66928.93,67120.26,67120.26,66809.36,22509914570.95,1322330726869.65,54.7131535136308,19700918,79,9.59270365886525,0.28587040013937437,66962.19142857143,66691.61958333333,66936.72,67026.31,67148.81,66892.92,66762.37
2024-05-20,14:00:00,66873.91,66873.91,66873.91,66767.93,23009457973.45,1317477368877.71,54.37408258661792,19700918,80,9.5373498812431,0.0,66965.9,66690.6075,67120.26,66936.72,67026.31,67148.81,66892.92
2024-05-20,15:00:00,66960.97,67378.15,67378.15,66898.82,24133665873.0,1327411338342.9,54.887462922750274,19700918,81,9.562951742759768,0.6230196486102173,67053.86857142857,66712.49,66873.91,67120.26,66936.72,67026.31,67148.81
2024-05-20,16:00:00,67405.5,68183.74,68183.74,67399.76,26381457907.23,1343287069489.17,55.10803358992237,19700987,80,9.550564120373242,1.1545645385020589,67238.27142857143,66777.81958333334,67378.15,66873.91,67120.26,66936.72,67026.31
2024-05-20,17:00:00,68199.6,68331.17,68331.17,68078.82,27776150596.94,1346191430034.56,54.72928414266816,19700987,75,9.675324164101434,0.19291902005289244,67407.18000000001,66844.22291666667,68183.74,67378.15,66873.91,67120.26,66936.72
2024-05-20,18:00:00,68294.24,68699.66,68699.66,68294.24,28953634251.75,1353451128150.8,54.93159376613501,19700987,80,9.801056672007878,0.5936371793580223,67646.23,66932.82083333333,68331.17,68183.74,67378.15,66873.91,67120.26
2024-05-20,19:00:00,68704.92,69756.46,69756.46,68650.65,32487694080.6,1374275653394.53,55.57031506839576,19701053,80,9.979852034624058,1.530516300724909,68049.05,67088.32041666667,68699.66,68331.17,68183.74,67378.15,66873.91
2024-05-20,20:00:00,69525.9,69525.9,69525.9,69235.23,36422381564.92,1369733513978.84,53.70334814457179,19701053,79,10.22779152750078,0.0,68392.71285714286,67228.71208333333,69756.46,68699.66,68331.17,68183.74,67378.15
2024-05-20,21:00:00,69513.98,69581.23,69581.23,68971.54,38382074258.55,1370823502133.62,53.83874713983168,19701053,80,10.057521630363771,0.09674312994307044,68779.47285714286,67363.67541666667,69525.9,69756.46,68699.66,68331.17,68183.74
2024-05-20,22:00:00,69657.38,69657.38,69657.38,69572.26,40082401350.69,1372328307848.95,53.37812164332461,19701118,80,10.123707790557546,0.0,69105.07714285715,67502.07916666666,69581.23,69525.9,69756.46,68699.66,68331.17
2024-05-20,23:00:00,69620.62,71409.68,71409.68,69611.39,43677050130.14,1406850525852.23,54.77601452902633,19701118,80,10.27749747729566,2.5697271871465635,69565.92571428571,67713.44416666667,69657.38,69581.23,69525.9,69756.46,68699.66
2024-05-21,00:00:00,71247.78,71247.78,71247.78,71121.25,46232379050.54,1403660886518.9,53.66550660795962,19701118,80,10.278969170424135,0.0,69982.58428571429,67913.27083333333,71409.68,69657.38,69581.23,69525.9,69756.46
2024-05-21,01:00:00,71068.69,71068.69,71068.69,70721.11,47881611935.14,1400135907089.35,53.53306421105624,19701165,79,10.205213533000554,0.0,70321.01714285715,68105.12208333334,71247.78,71409.68,69657.38,69581.23,69525.9
