time,open,close,high,low,volume_24h,market_cap,market_dominance,circulating_supply,sentiment,galaxy_score,alt_rank,contributors_active,contributors_created,posts_active,posts_created,interactions,social_dominance,volatility,spam
2024-06-24 10:00:00,61144.09,61144.09,61144.09,61107.19,24208231279.58,1205516835174.43,53.77905185445081,19716000,76,54,59,11992,1100,22976,1327,4204606,6.9444948194358815,,
2024-06-24 11:00:00,61144.99,61260.47,61260.47,60853.7,25480198474.31,1207812458509.33,53.8881398576342,19716018,76,53,67,11867,846,22723,1073,4427165,6.884484989138372,,
2024-06-24 12:00:00,61141.45,61141.45,61141.45,61112.33,26600005666.96,1205465833759.77,53.75349171602431,19716018,76,53,92,12344,840,23797,1016,4893958,7.006825154729025,,
2024-06-24 13:00:00,61179.03,61493.01,61493.01,60929.77,27670123078.12,1212399186284.78,54.10143473622389,19716050,76,72,122,12763,1011,24561,1261,5167894,7.01522378680986,,
2024-06-24 14:00:00,61116.8,61116.8,61116.8,61069.06,28808709550.49,1204981877243.75,53.48408047277675,19716050,74,72,252,13125,1040,25184,1303,4983990,7.049681443079645,,
2024-06-24 15:00:00,60866.62,60866.62,60866.62,60682.37,29619240254.77,1200052983612.58,53.47635294037521,19716109,75,56,113,12991,999,24738,1242,4799508,7.085612808982328,,
2024-06-24 16:00:00,60149.43,60149.43,60149.43,59990.02,31801007551.1,1185915853236.39,53.335880993787256,19716162,76,64,186,13096,1200,24728,1519,5207301,7.0900186941612295,,
2024-06-24 17:00:00,60162.61,60181.24,60181.24,59852.55,35302259241.8,1186544009121.65,53.65272532489232,19716178,76,63,243,13460,1174,25356,1419,5612156,7.200177193191692,,
2024-06-24 18:00:00,60206.0,60335.73,60335.73,59807.56,37412091799.44,1189590488311.94,53.651774384736285,19716187,76,56,233,13727,1146,25880,1338,5350408,7.2230378065185965,,
2024-06-24 19:00:00,59686.76,59686.76,59686.76,59198.54,38434633867.72,1176795245981.34,52.92918248288145,19716187,75,71,325,13708,1196,25701,1420,4599477,7.288623949996881,,
2024-06-24 20:00:00,59268.67,59416.45,59416.45,58601.7,41728105123.18,1171466006566.33,53.34866192451627,19716190,75,71,474,13882,1186,25642,1382,5080577,7.397001044268925,,
2024-06-24 21:00:00,59478.61,59964.5,59964.5,59393.45,42717950069.59,1182272747267.99,53.61176528480291,19716212,75,72,419,13684,1080,25430,1248,5095668,7.445316594301977,,
2024-06-24 22:00:00,60042.77,60062.32,60062.32,59971.17,43111720867.43,1184204279470.11,53.328437071181156,19716259,75,56,325,13796,708,25917,848,4659580,7.441340974606931,,
2024-06-24 23:00:00,60023.98,60353.16,60353.16,59972.38,43163846773.49,1189940163873.84,53.617134420470016,19716287,75,73,385,13149,670,24503,770,4193096,7.223740496048066,,
2024-06-25 00:00:00,60266.28,60615.18,60615.18,60239.75,42542240087.63,1195107811179.76,53.57977548295811,19716312,75,55,289,13119,877,24232,1047,3559315,7.124942296553083,,
2024-06-25 01:00:00,60339.93,60339.93,60339.93,60256.12,42199351943.16,1189681513889.37,53.25693402508607,19716321,75,73,536,12784,635,23778,769,3414138,6.96919870921225,,
2024-06-25 02:00:00,60457.22,60613.42,60613.42,60385.41,42371250792.79,1195073976619.26,53.46312286347702,19716325,75,73,464,12832,618,23977,790,3515408,7.033750385027209,,
2024-06-25 03:00:00,60658.07,61366.17,61366.17,60607.4,43370205479.79,1209915433496.97,53.97097386478007,19716325,74,43,319,12719,678,23719,845,3299460,6.932238313045256,,
2024-06-25 04:00:00,61286.01,61324.27,61324.27,61156.72,43532028081.92,1209091064609.53,53.46445759779429,19716356,74,73,553,12754,612,23798,755,3437208,6.999041227229147,,
2024-06-25 05:00:00,60974.43,60974.43,60974.43,60926.57,42648398847.48,1202193555445.92,53.059053031131995,19716356,74,44,316,12610,587,23506,774,3453930,6.933555150463986,,
2024-06-25 06:00:00,60999.25,61114.84,61114.84,60933.76,42273341829.89,1204962015310.26,53.42275289578404,19716356,75,43,303,12741,645,23845,806,3376656,6.923394074538634,,
2024-06-25 07:00:00,60654.45,60654.45,60654.45,60617.53,42218930265.75,1195885872714.39,52.99874278330552,19716375,75,47,353,12948,692,24413,809,3401801,6.964199115675367,,
2024-06-25 08:00:00,60657.65,60820.86,60820.86,60644.72,42055229835.95,1199167433131.87,53.44149390442319,19716384,74,44,329,12632,585,23878,716,2765648,6.851512308217625,,
2024-06-25 09:00:00,60829.85,61462.0,61462.0,60824.62,39037832315.01,1211810240863.45,53.96701760190711,19716415,75,72,368,12712,657,24255,781,3148584,6.9624449936705055,,
2024-06-25 10:00:00,61288.87,61288.87,61288.87,61142.74,38250219768.77,1208397319790.36,53.31599438917415,19716425,74,72,384,13016,776,24688,1021,3263256,7.106525925520798,,
2024-06-25 11:00:00,61221.44,61221.44,61221.44,61112.21,37636166456.43,1207068206716.29,53.30685027939982,19716428,75,71,494,12875,919,24620,1225,3548985,7.066488712848552,,
2024-06-25 12:00:00,60968.33,60968.33,60968.33,60966.95,37444268063.99,1202085039297.61,53.150103231070624,19716550,74,45,320,13167,697,25703,968,3536363,7.217693359654715,,
2024-06-25 13:00:00,61002.17,61029.15,61029.15,60992.5,37286616562.1,1203287240913.41,53.3540590679379,19716600,75,70,434,13725,846,26765,1110,3698062,7.274105922288143,,
2024-06-25 14:00:00,61147.45,61660.4,61660.4,61128.73,38334252418.3,1215733390808.05,53.81870107416582,19716600,75,47,225,13859,853,27084,1042,3541786,7.3087603118447575,,
2024-06-25 15:00:00,61762.75,61883.34,61883.34,61345.21,39013617569.87,1220129771028.54,53.48556302425544,19716612,75,43,176,13134,1106,25235,1406,4123719,7.101349354870481,,
2024-06-25 16:00:00,61408.35,61408.35,61408.35,61364.23,37719577701.67,1210764549534.24,52.942206604073306,19716612,75,70,233,12781,848,24342,1076,12004306,7.042343165958825,,
2024-06-25 17:00:00,61375.73,61552.79,61552.79,61326.44,34917360884.14,1213612614673.77,53.48339078456884,19716615,76,69,356,14091,845,27549,1051,3798532,7.412539620184365,,
2024-06-25 18:00:00,61421.82,62149.29,62149.29,61180.84,34530626362.21,1225376583735.4,53.953389867738885,19716662,76,50,144,13198,609,25659,802,3697812,7.029054191024595,,
2024-06-25 19:00:00,62007.78,62007.78,62007.78,61830.6,34263652180.5,1222587223050.28,53.310789511748816,19716675,76,42,115,13147,576,25334,699,3615019,7.01873954142979,,
2024-06-25 20:00:00,61910.31,61910.31,61910.31,61886.52,31010843915.56,1220668219263.9,53.28917046940119,19716721,77,67,176,12671,624,24383,733,3540924,6.951476793248945,,
2024-06-25 21:00:00,61891.0,61891.0,61891.0,61823.86,29903157712.25,1220288478704.47,53.391036636430975,19716737,78,44,89,12719,504,24842,605,4231669,6.946129885526705,,
2024-06-25 22:00:00,61894.96,61895.11,61895.11,61872.17,29492304393.93,1220370228015.22,53.447485911490375,19716746,77,47,46,12652,712,24647,913,3476331,6.886002531228261,,
2024-06-25 23:00:00,61776.63,61776.63,61776.63,61675.0,29190832331.42,1218034723740.87,53.364083911490155,19716756,77,67,46,12133,568,23469,715,3113686,6.6966081817948355,,
2024-06-26 00:00:00,61782.93,61782.93,61782.93,61662.36,28935702927.11,1218158914690.09,53.44752159250292,19716756,76,43,66,11921,373,23052,515,4180724,6.271953333097533,,
2024-06-26 01:00:00,61758.0,62047.14,62047.14,61741.41,29188897593.22,1223368233369.02,53.74076966780963,19716756,76,67,117,11641,406,22432,464,3126099,6.065522350930703,,
2024-06-26 02:00:00,62062.97,62062.97,62062.97,62014.74,29301749848.96,1223681940570.7,53.39755943945892,19716781,76,67,82,11742,496,22634,633,2824184,6.110410699292959,,
2024-06-26 03:00:00,61946.62,61946.62,61946.62,61851.58,28010401662.77,1221388506853.26,53.36024107937064,19716790,76,67,200,11527,447,22228,583,2609001,5.989631050799228,,
2024-06-26 04:00:00,61742.46,61742.46,61742.46,61701.96,27627458717.9,1217364626870.71,53.333506296597356,19716815,77,43,71,11315,363,21936,445,2891215,5.993802906185618,,
2024-06-26 05:00:00,61636.46,61636.46,61636.46,61565.45,27591833588.5,1215275403289.63,53.408380643645174,19716828,76,57,49,11031,319,21413,405,2591156,5.8453878134870045,,
2024-06-26 06:00:00,61586.11,61586.11,61586.11,61523.33,27438684079.88,1214285049567.9,53.4254206511356,19716865,77,67,122,10902,382,20954,488,2886927,5.8382324259563685,,
2024-06-26 07:00:00,61567.29,61686.09,61686.09,61533.12,27114158913.02,1216256673655.95,53.53931410678339,19716871,76,67,157,10707,381,20663,462,2431924,5.771497522470937,,
2024-06-26 08:00:00,61521.0,61521.0,61521.0,61404.63,26873164704.32,1213004519690.12,53.24940234317006,19716918,77,67,255,10608,428,20662,566,3450115,5.746036425121042,,
2024-06-26 09:00:00,61398.25,61398.25,61398.25,61316.51,26588687789.62,1210584429923.58,53.343894199876374,19716921,77,67,137,11064,504,21367,731,4130122,5.812330835248834,,
2024-06-26 10:00:00,61267.58,61267.58,61267.58,61155.82,26309044475.97,1208011605201.44,53.30970141861573,19716978,77,67,268,11354,554,21819,714,3748598,5.912671636573529,,
2024-06-26 11:00:00,61265.98,61403.0,61403.0,61256.8,26076716906.7,1210683480033.25,53.518661638844,19717009,77,53,45,11529,744,22476,916,3800725,5.915017027122337,,
2024-06-26 12:00:00,61420.13,61475.89,61475.89,61324.9,25633587518.85,1212124376912.69,53.47552680233032,19717068,78,68,36,11500,633,22434,802,5152109,5.99384424661487,,
2024-06-26 13:00:00,61431.85,61728.67,61728.67,61365.11,25731135166.3,1217108579026.31,53.72624034787764,19717071,72,68,3,11639,571,22872,684,5394333,5.9903042557036486,,
2024-06-26 14:00:00,61742.18,61783.25,61783.25,61569.35,24508290406.27,1218184669105.35,53.48828387392713,19717071,77,68,21,11802,579,23433,777,4317104,6.065461322427427,,
2024-06-26 15:00:00,61455.74,61455.74,61455.74,61207.93,23591623259.06,1211727819388.01,53.27419888822917,19717081,77,43,35,11709,755,23064,956,4239018,6.047876399279415,,
2024-06-26 16:00:00,61204.49,61204.49,61204.49,61171.42,22946544652.76,1206774883165.93,53.32842930065359,19717096,77,67,95,12061,657,23831,811,3954643,6.157292455243297,,
2024-06-26 17:00:00,61058.33,61058.33,61058.33,60833.8,23474465091.02,1203892965365.16,53.34922059489487,19717096,76,47,40,11810,575,23117,810,3639844,6.050952913184257,,
2024-06-26 18:00:00,60925.76,60925.76,60925.76,60879.38,22512665101.48,1201282572870.63,53.23678498803678,19717153,77,63,66,11865,582,23395,710,3678786,6.070600079920703,,
2024-06-26 19:00:00,60911.31,61001.07,61001.07,60695.19,22318468998.57,1202774416899.24,53.44503899536882,19717268,78,68,78,11474,621,22575,880,4291836,5.980940471427928,,
2024-06-26 20:00:00,60822.11,60822.11,60822.11,60712.14,22680730987.87,1199247415926.41,53.01231019407432,19717293,75,69,164,11412,577,22376,719,3497800,5.976671323142506,,
2024-06-26 21:00:00,60940.37,61021.23,61021.23,60910.73,22701809940.9,1203174454303.99,53.2726710848136,19717309,76,69,146,11325,648,22267,874,4067825,5.919240788983997,,
2024-06-26 22:00:00,60848.01,60848.01,60848.01,60776.11,22676109953.33,1199761976214.23,53.090503658325176,19717359,75,69,156,11693,525,23131,735,3939108,6.055203899456023,,
2024-06-26 23:00:00,60761.91,60761.91,60761.91,60752.87,22558039057.57,1198065364077.78,53.128591869092325,19717375,76,61,62,11287,613,22179,806,3772122,5.950068678370606,,
2024-06-27 00:00:00,60811.23,60929.58,60929.58,60764.35,22593403664.22,1201372083971.01,53.365622384102664,19717387,75,57,50,11236,484,22231,708,2983631,5.940258067619167,,
2024-06-27 01:00:00,60937.6,61003.77,61003.77,60854.24,22337191922.91,1202834847332.76,53.37325964811623,19717387,77,57,52,10923,419,21647,631,3007117,5.816724931546603,,
2024-06-27 02:00:00,60918.8,60918.8,60918.8,60838.41,21920740493.22,1201159557648.16,53.234850204326925,19717387,76,69,64,10550,424,21051,644,3291009,5.735217192301825,,
2024-06-27 03:00:00,60980.19,61002.66,61002.66,60915.78,21952236386.61,1202818186565.34,53.333343675440915,19717471,77,69,154,10501,381,20965,615,3055068,5.739699887478338,,
2024-06-27 04:00:00,60990.88,61068.46,61068.46,60974.68,21838181521.19,1204126565293.01,53.38573651835914,19717650,77,70,129,10682,472,21528,677,2807205,5.837500135579249,,
2024-06-27 05:00:00,60817.65,60817.65,60817.65,60767.56,21620359064.68,1199182208718.88,53.13197503435081,19717668,77,70,45,10610,487,21404,718,2743106,5.791000194800978,,
2024-06-27 06:00:00,60638.87,60638.87,60638.87,60580.78,21864987143.85,1195657721481.33,53.24392107608574,19717678,76,70,65,10706,665,21967,907,3269174,5.9107322559640085,,
2024-06-27 07:00:00,60689.04,60748.19,60748.19,60658.28,21818850400.08,1197813524500.11,53.367837333023004,19717681,77,53,40,10506,507,21130,785,3377415,5.798763954905211,,
2024-06-27 08:00:00,60724.04,60724.04,60724.04,60684.8,21510158569.83,1197337339317.53,53.30365963709603,19717681,69,52,58,10772,619,22228,915,4948405,5.902064182425507,,
2024-06-27 09:00:00,60796.5,61170.25,61170.25,60759.33,21597004948.85,1206135428672.04,53.65745887593884,19717681,71,69,87,10745,544,22112,830,3980801,5.868302884258129,,
2024-06-27 10:00:00,61084.84,61084.84,61084.84,61057.49,21600953601.03,1204451853987.37,53.19222240867987,19717687,72,69,133,10903,611,22388,946,4115899,5.87243172917776,,
2024-06-27 11:00:00,61059.69,61183.25,61183.25,61043.68,21531175481.33,1206393360136.83,53.39255096626261,19717706,73,70,149,11405,555,23400,824,4279264,5.986737074788161,,
2024-06-27 12:00:00,61146.7,61208.88,61208.88,61090.25,22101531233.15,1206900540177.22,53.309962815486735,19717737,73,69,172,11413,555,23618,942,5161757,6.081439481720663,,
2024-06-27 13:00:00,61283.94,61725.23,61725.23,61264.64,22661557509.65,1217084215401.32,53.56834271519961,19717775,74,43,153,11486,693,23456,979,4752786,6.045469892498061,,
2024-06-27 14:00:00,61703.65,61703.65,61703.65,61665.24,23260267590.14,1216659985299.67,53.02213441120864,19717796,73,43,145,11632,858,24063,1160,4781318,6.087953124051248,,
2024-06-27 15:00:00,61517.04,61517.04,61517.04,61501.88,23256929939.46,1212981345042.01,52.983966492292744,19717812,73,69,147,11597,779,23757,927,4225043,6.031869353929588,,
2024-06-27 16:00:00,61519.14,61688.9,61688.9,61479.74,23275590530.43,1216371926395.99,53.20993905215953,19717840,74,71,169,11371,629,22795,741,3784221,5.8355349389694435,,
2024-06-27 17:00:00,61656.8,61843.57,61843.57,61637.94,22583530161.33,1219421698084.07,53.27937328705833,19717840,73,71,184,11450,905,22859,1065,4032129,5.8002750556962415,,
2024-06-27 18:00:00,61727.63,61727.63,61727.63,61686.86,22371073455.02,1217136871299.09,53.04283085273281,19717862,73,47,89,11435,669,22505,814,3376822,5.646733525865075,,
2024-06-27 19:00:00,61364.84,61364.84,61364.84,61360.95,21804999784.39,1209984201179.69,52.756219071030195,19717875,72,70,262,11445,775,22402,964,4061936,5.681215874537491,,
2024-06-27 20:00:00,61357.85,61420.94,61420.94,61302.56,21380430768.37,1211090700823.36,53.000329878524155,19717881,73,54,103,11117,617,21839,783,3842169,5.5842651522318905,,
2024-06-27 21:00:00,61415.78,61448.25,61448.25,61397.77,21296148142.89,1211629865807.52,53.00290685736311,19717890,74,70,236,11196,524,22031,657,3573455,5.5607438892646925,,
2024-06-27 22:00:00,61456.78,61548.97,61548.97,61443.34,21209863730.79,1213616699204.29,53.06403891676999,19717903,75,57,96,11021,433,21809,532,3787393,5.453272488591611,,
2024-06-27 23:00:00,61557.95,61557.95,61557.95,61542.27,21230619355.85,1213794089543.31,52.99424954666103,19717909,78,70,169,11044,432,21678,522,3015765,5.532317790543662,,
2024-06-28 00:00:00,61460.8,61460.8,61460.8,61441.19,21131055160.47,1211881515418.17,52.90840684894075,19717959,77,70,252,10547,512,20762,774,2708098,5.347034433026861,,
2024-06-28 01:00:00,61479.8,61828.6,61828.6,61445.92,21555931844.45,1219134391273.26,53.380363393439076,19717968,78,71,162,9865,346,19006,468,2876542,5.003685762426285,,
2024-06-28 02:00:00,61648.43,61648.43,61648.43,61648.43,22129169469.06,1215582946989.73,52.731059404161975,19717987,77,71,317,9991,544,19241,730,2291660,4.99484706022839,,
2024-06-28 03:00:00,61672.76,61763.03,61763.03,61597.99,22192336686.56,1217843082608.18,53.1684263203328,19717996,77,43,123,9841,539,18845,707,2742556,4.954256270045744,,
2024-06-28 04:00:00,61602.53,61602.53,61602.53,61469.29,22182616325.26,1214678343968.07,52.94080121291245,19717996,76,43,114,9692,452,18552,591,2445093,4.912784308325411,,
2024-06-28 05:00:00,61543.29,61543.29,61543.29,61421.13,22168000352.92,1213513094611.89,52.98411271287037,19718040,77,42,116,10060,365,19235,493,2264813,4.954320316705602,,
2024-06-28 06:00:00,61496.82,61496.82,61496.82,61449.71,21816367693.38,1212596964447.58,53.085903088659634,19718043,78,44,118,9960,386,19276,502,2323754,5.02644122954325,,
2024-06-28 07:00:00,61278.89,61278.89,61278.89,61177.0,21949026150.0,1208301338882.58,52.872571204782204,19718068,77,70,240,10184,376,19862,466,3710428,5.148596980104983,,
2024-06-28 08:00:00,61288.26,61311.25,61311.25,61148.94,22259472476.46,1208939599975.22,53.086019994990565,19718071,79,70,161,10344,448,20073,637,3964430,5.189356042098079,,
2024-06-28 09:00:00,61398.03,61483.17,61483.17,61318.5,22306699505.6,1212329541526.08,53.167460893179395,19718071,78,62,140,10200,557,20196,819,4090972,5.150766264470271,,
2024-06-28 10:00:00,61431.95,61431.95,61431.95,61372.73,22057678202.86,1211319798557.26,53.03748133113133,19718075,78,64,111,10435,461,20631,835,3285491,5.28144135657089,,
2024-06-28 11:00:00,61462.38,61572.32,61572.32,61401.29,22284027191.85,1214088065260.79,53.13081385536533,19718081,78,61,110,10542,580,20665,948,3244230,5.29719670248544,,
2024-06-28 12:00:00,61351.21,61351.21,61351.21,61281.02,22733016829.24,1209728195675.19,52.86572080493185,19718081,77,68,151,10711,661,21230,889,3017841,5.313251594851427,,
2024-06-28 13:00:00,61306.92,61485.15,61485.15,61199.99,22427305425.62,1212370242457.93,53.1837039460366,19718100,78,54,140,10450,675,20620,956,3474524,5.194988423389037,,
2024-06-28 14:00:00,60786.91,60786.91,60786.91,60702.83,22582134389.32,1198602578130.73,52.62569259842397,19718103,79,68,265,10775,636,21061,970,3964785,5.286886583342328,,
2024-06-28 15:00:00,60828.64,60932.64,60932.64,60667.81,22591927712.21,1201477032829.7,53.099998673975,19718118,80,69,250,10802,685,21246,985,4010677,5.249166151945645,,
2024-06-28 16:00:00,60720.79,60720.79,60720.79,60612.59,23209081155.65,1197299915444.44,52.780152406476674,19718121,78,69,227,10912,686,21398,918,3371368,5.26273072713634,,
2024-06-28 17:00:00,60695.77,60695.77,60695.77,60623.28,23405044376.02,1196806699831.04,53.00544949069857,19718125,79,69,641,10839,723,21373,1017,3085647,5.239661884542593,,
2024-06-28 18:00:00,60720.57,60722.55,60722.55,60573.98,23568884325.38,1197335488014.93,53.16331088419134,19718137,79,59,84,10782,606,21623,963,3366836,5.274146850707716,,
2024-06-28 19:00:00,60141.57,60141.57,60141.57,60097.61,24410339498.48,1185879809963.07,52.630339182996664,19718137,79,69,245,10851,557,21600,814,3876289,5.30616055066155,,
2024-06-28 20:00:00,59985.4,60120.1,60120.1,59985.4,24792796916.97,1185456444782.34,52.991434510356186,19718137,79,69,669,10770,557,21522,832,3470375,5.286960452199461,,
2024-06-28 21:00:00,60122.11,60230.22,60230.22,60025.31,24910057044.96,1187633004329.02,53.03207877485081,19718225,80,61,73,10838,496,21982,748,3840295,5.260601013255604,,
2024-06-28 22:00:00,60240.37,60249.8,60249.8,60184.07,25014224743.16,1188019494140.98,53.05066924873376,19718231,78,70,152,10431,560,20769,832,2895868,5.068638576710473,,
2024-06-28 23:00:00,60248.51,60312.79,60312.79,60248.51,24960451766.38,1189261496587.38,53.144271242797544,19718231,78,70,89,10282,375,20546,563,2466800,5.097592624295068,,
2024-06-29 00:00:00,60319.87,60481.58,60481.58,60300.97,25294264462.64,1192590374307.44,53.251080159223044,19718240,78,70,107,9941,380,19517,505,2951564,4.930116476748856,,
2024-06-29 01:00:00,60640.12,60806.55,60806.55,60636.56,25146524558.28,1198998918758.29,53.31322884827671,19718253,78,70,129,9666,292,19152,403,2879297,4.8479202948442754,,
2024-06-29 02:00:00,60619.54,60619.54,60619.54,60619.54,24454459954.06,1195311435623.72,52.976710761721044,19718253,78,43,79,9414,276,18549,468,2837629,4.7758942088839,,
2024-06-29 03:00:00,60654.75,60654.75,60654.75,60609.2,24202375646.06,1196005657339.06,53.09903993356046,19718253,78,43,68,9798,409,19488,620,2807445,4.8798443497922905,,
2024-06-29 04:00:00,60653.66,60686.26,60686.26,60610.66,23936534223.93,1196628313468.5,53.13372162030061,19718275,78,43,74,9720,397,19358,593,2894586,4.884979155941818,,
2024-06-29 05:00:00,60670.23,60670.23,60670.23,60623.05,23801718079.09,1196312267150.78,53.11417221240473,19718275,79,71,92,9473,304,18914,431,2589456,4.737750457768794,,
2024-06-29 06:00:00,60671.55,60725.85,60725.85,60647.13,23562680233.32,1197409482517.98,53.20027254252698,19718284,79,71,109,9777,334,19424,405,1901078,4.8406309965858405,,
2024-06-29 07:00:00,60752.43,60959.45,60959.45,60752.43,23451154997.72,1202015754944.19,53.35851807999096,19718284,79,42,49,9752,372,19274,435,2369941,4.840062478341009,,
2024-06-29 08:00:00,60877.73,60877.73,60877.73,60836.22,23097158692.31,1200404307861.86,53.11132757158573,19718284,78,71,96,9526,391,18641,485,2379482,4.729957752375636,,
2024-06-29 09:00:00,60855.64,60855.64,60855.64,60805.88,22755453735.44,1199969864406.42,53.16490502347909,19718303,79,42,58,9598,410,18878,515,1961010,4.728294628008095,,
2024-06-29 10:00:00,60863.34,60912.55,60912.55,60822.46,22436327394.27,1201092023198.09,53.20364717200922,19718303,79,42,54,9642,414,19028,498,2385663,4.765041006698804,,
2024-06-29 11:00:00,60890.71,61045.12,61045.12,60842.5,22231669849.79,1203706897839.85,53.29337373624517,19718315,78,45,39,9503,486,18474,643,1950047,4.63567517652904,,
2024-06-29 12:00:00,60918.94,60918.94,60918.94,60908.12,21038110772.03,1201218874520.34,53.09560260075842,19718315,78,71,74,9938,400,19575,511,2399629,4.817524715193845,,
2024-06-29 13:00:00,60946.09,61000.59,61000.59,60924.9,20074642227.25,1202829458630.3,53.259910780993316,19718325,78,71,91,9645,436,18934,618,2615118,4.651528440064955,,
2024-06-29 14:00:00,60927.46,60927.46,60927.46,60868.45,18489990995.41,1201387688590.8,53.16261067985694,19718328,78,71,47,10012,594,19758,799,2292634,4.7321603924067,,
2024-06-29 15:00:00,60911.27,60962.06,60962.06,60862.83,17609630091.06,1202070056390.88,53.28713927287348,19718331,77,71,68,10123,517,19817,650,2391250,4.7349620691714955,,
2024-06-29 16:00:00,60883.44,60883.44,60883.44,60848.35,16414410110.86,1200521072632.63,53.12933327737633,19718350,78,72,62,9682,520,18917,643,2498878,4.620032433277324,,
2024-06-29 17:00:00,60901.03,60947.55,60947.55,60852.72,15756140728.69,1201786482243.12,53.28644719394775,19718371,77,72,47,10006,584,19579,735,2296451,4.697592061191782,,
2024-06-29 18:00:00,60899.78,60899.78,60899.78,60895.92,15229631739.01,1200848442128.11,53.21577998702395,19718437,78,61,18,9597,400,18658,500,2521377,4.514418168004684,,
2024-06-29 19:00:00,60950.05,60950.05,60950.05,60842.4,13781609815.89,1201843711241.27,53.26815910140225,19718503,78,71,24,9700,335,18882,393,2525218,4.552369609400805,,
2024-06-29 20:00:00,60921.61,60921.61,60921.61,60891.83,12999188436.79,1201282959044.23,53.267108613894344,19718503,78,71,19,9735,398,18830,488,2136589,4.51104403238944,,
2024-06-29 21:00:00,60940.57,60940.57,60940.57,60852.25,12856066028.48,1201657438774.09,53.32076709441874,19718512,77,71,38,9399,373,18472,425,2230717,4.44689461254577,,
2024-06-29 22:00:00,60856.83,60856.83,60856.83,60818.94,12691624799.93,1200007249218.98,53.24192191617024,19718531,77,71,26,9600,330,18789,388,2171404,4.523545839753467,,
2024-06-29 23:00:00,60856.95,60873.7,60873.7,60856.95,12659077292.18,1200340220646.35,53.391327569551116,19718537,77,71,30,9266,273,18105,377,2068154,4.410034564148282,,
2024-06-30 00:00:00,60888.45,60931.39,60931.39,60833.5,12140033745.97,1201477961486.85,53.40589512149039,19718537,78,71,59,9118,332,17922,467,2140076,4.354915134800199,,
2024-06-30 01:00:00,60860.28,60860.28,60860.28,60848.56,11651397527.25,1200077475961.76,53.262444647963136,19718568,77,49,15,8800,243,17212,303,2039870,4.232674119504433,,
2024-06-30 02:00:00,60700.18,60700.18,60700.18,60700.18,11703218300.64,1196922969908.53,53.2476924900329,19718606,77,70,29,8869,252,17201,302,2216165,4.194823595974179,,
2024-06-30 03:00:00,60729.37,60795.58,60795.58,60698.7,11758415706.68,1198804005202.45,53.48267333654497,19718606,78,70,33,8995,272,17749,382,1932008,4.27587835103205,,
2024-06-30 04:00:00,60683.0,60683.0,60683.0,60673.82,11764991783.21,1196584812276.8,53.30609691589707,19718618,78,70,50,8875,280,17303,359,1930903,4.163468410047378,,
2024-06-30 05:00:00,60678.87,60694.76,60694.76,60630.05,11816210883.39,1196817309674.99,53.416927000871496,19718628,78,69,24,8860,305,17307,375,2179263,4.182576585111216,,
2024-06-30 06:00:00,60690.43,60876.8,60876.8,60661.27,11874230705.73,1200407038003.5,53.56350618748802,19718628,78,68,5,8808,291,17281,412,2151382,4.165541778352006,,
2024-06-30 07:00:00,60916.6,61377.95,61377.95,60906.86,12809784823.89,1210289399025.87,53.80933609160788,19718634,78,68,24,8757,382,17136,479,1989212,4.163872284589591,,
2024-06-30 08:00:00,61409.9,61409.9,61409.9,61243.76,13117868754.76,1210919350145.55,53.44456789566732,19718634,78,67,23,9022,415,17827,642,1940266,4.263843079476772,,
2024-06-30 09:00:00,61381.92,61381.92,61381.92,61378.98,13359616369.89,1210368609047.22,53.400155171169,19718650,78,47,19,9006,446,17892,618,2251618,4.287357423559858,,
2024-06-30 10:00:00,61402.93,61402.93,61402.93,61392.22,13350693837.7,1210782817516.26,53.447395475211124,19718650,79,67,23,9205,444,18161,638,2111802,4.3281903154924475,,
2024-06-30 11:00:00,61405.61,61435.05,61435.05,61405.61,13201927878.07,1211417054758.7,53.51217020092225,19718662,78,67,35,9343,483,18457,631,2248583,4.3689136537724105,,
2024-06-30 12:00:00,61383.65,61383.65,61383.65,61257.63,13150344614.8,1210403470216.87,53.42887517143111,19718662,78,66,6,9719,466,19279,727,2389131,4.500622135898759,,
2024-06-30 13:00:00,61386.92,61559.89,61559.89,61347.38,13283400755.22,1213878637639.65,53.63065521447174,19718662,79,67,29,9615,554,19090,704,2585109,4.402837743090151,,
2024-06-30 14:00:00,61499.98,61499.98,61499.98,61434.16,13569301284.61,1212699783198.68,53.398602813135376,19718703,78,47,7,9565,598,19217,801,3395287,4.405648914463881,,
2024-06-30 15:00:00,61491.31,61617.03,61617.03,61487.49,13631428284.38,1215008003697.69,53.58102312029194,19718703,78,48,8,9612,527,19343,776,3378054,4.382034180908712,,
2024-06-30 16:00:00,61521.63,61521.63,61521.63,61490.63,13627546364.29,1213127528428.28,53.384206580942575,19718715,78,46,15,9413,483,18803,698,2967029,4.279575570253502,,
2024-06-30 17:00:00,61511.05,61599.78,61599.78,61511.05,13955488209.35,1214669238121.2,53.544624285319664,19718728,78,67,49,9367,443,18703,603,2918502,4.231447963800905,,
2024-06-30 18:00:00,61610.11,61857.43,61857.43,61578.6,14143667577.16,1219750080040.51,53.619308693707524,19718731,78,67,56,9306,441,18543,595,3262251,4.201113318818351,,
